author,korean_name,matched_user,similarity,affiliations
Yong Il Min,민용일,민용일,1.0,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Yong Min Na,나용민,나용민,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, 322 Seoyang-ro, Hwasun-gun, Jeonnam 58128, Republic of Korea', 'Department of Surgery, Chonnam National University Medical School, 322 Seoyang-ro Hwasun-eup, Hwasun-gun, Jeonnam 58128, Korea']"
Yong Sok Ji,지용석,지영석,0.6666666666666666,"['Department of Ophthalmology and Research Institute of Medical Sciences, Chonnam National University Medical School and Hospital, Gwangju, South Korea']"
Yong Soo Cho,조용수,조용수,1.0,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, 42 Jebong-ro, Donggu, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Emergency, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea']"
Yong Sook Kim,김용숙,김용숙,1.0,"['NO AFFILIATION LIST', 'Biomedical Research Institute, Chonnam National University Hospital, Gwangju 61469, Korea']"
Yong Soon Park,박용순,박태용,0.6666666666666666,"['Department of Family Medicine, Chuncheon Sacred Heart Hospital, Hallym University College of Medicine, Chuncheon, South Korea', 'Department of Physical & Rehabilitation Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'NO AFFILIATION LIST']"
Yong Yeon Jeong,정용연,정용연,1.0,"['Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun, 58128, South Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, 58128, Republic of Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital and Chonnam National University Medical School, Hwasun-gun, Jeollanam-do, Republic of Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital and Medical School, Hwasun, Korea']"
Yong soo Cho,조용수,조용수,1.0,"['Department of Emergency medicine, Chonnam National University Hospital, Republic of Korea']"
Yong-Hyub Kim,김용협,김용협,1.0,"['Department of Radiation Oncology, Chonnam National University Hwasun Hospital, 322, Seoyang-ro, Hwasun-gun, Jeonnam 58128, Republic of Korea']"
Yong-Soo Kwon,권용수,권용수,1.0,"['Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'NO AFFILIATION LIST']"
Yong-Wook Jung,정용욱,정진욱,0.6666666666666666,"['Division of Gastroenterology, Department of Internal Medicine, Chonnam National University Hospital and Medical School, Gwangju 61706, Republic of Korea']"
Yong-Wook Park,박용욱,박용욱,1.0,"['Rheumatology, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'Department of Rheumatology, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea']"
Yonghwan Lim,임용환,임용환,1.0,"['Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea']"
Yonghyun Gwon,권용현,권용빈,0.6666666666666666,"['Department of Convergence Biosystems Engineering, Chonnam National University, Gwangju, Republic of Korea', 'Department of Rural and Biosystems Engineering, Chonnam National University, Gwangju, Republic of Korea', 'Interdisciplinary Program in IT-Bio Convergence System, Chonnam National University, Gwangju, Republic of Korea']"
Yongsoo Cho,조용수,조용수,1.0,"['Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, South Korea']"
Yongwhan Lim,임용환,임용환,1.0,"['Department of Cardiovascular Medicine, Chonnam National University Hospital, Gwangju, Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea']"
Yoo Duk Choi,최유덕,최유덕,1.0,"['Department of Pathology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Pathology, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Yoo Ri Kim,김유리,김유리,1.0,"['Division of Cardiology, Department of Internal Medicine, Chonnam National University, 61469 Gwangju, Republic of Korea']"
Yoo-Duk Choi,최유덕,최유덕,1.0,"['Department of Pathology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Pathology, Chonnam National University Medical School, Gwangju 61469, Republic of Korea']"
Yoo-Sung Nam,남유성,남성진,0.6666666666666666,"['Dental Science Research Institute, School of Dentistry, Chonnam National University, Gwangju, South Korea']"
Yoon Ha Kim,김윤하,김윤하,1.0,"['Department of Obstetrics and Gynecology, Chonnam National University Medical School, Gwangju 61469, South Korea']"
Yoon Seok Jung,정윤석,정하윤,0.6666666666666666,"['Department of Anatomy, Chonnam National University Medical School, Hwasun 58128, Jeollanam-do, Republic of Korea']"
Yoon-Jin Seo,서윤진,서윤아,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Yoonjung Lee,이윤정,이경윤,0.6666666666666666,"['Department of Infectious Diseases, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Infectious Diseases, Chonnam National University Medical School, Gwangju, Republic of Korea']"
You-Ri Kang,강유리,강유리,1.0,"['Department of Neurology, Chonnam National University School of Medicine, Gwangju-Jeonnam Regional Cerebrovascular Center, Chonnam National University Hospital, 42 Jebongro, Dong-gu, Gwangju 61469, Korea', 'Department of Neurology, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju 61469, Republic of Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Neurology, Chonnam National University Hospital, Gwangju, South Korea']"
You-Sub Kim,김유섭,김유섭,1.0,"['Department of Neurosurgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Neurosurgery, Chonnam National University Hospital and Medical School, Gwangju, Republic of Korea']"
Young Chul Kim,김영철,김영철,1.0,"['Division of Pulmonary and Critical Care Medicine, Department of Internal Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, South Korea']"
Young Do Jung,정영도,정영도,1.0,"['Department of Biochemistry, Chonnam National University Medical School, Hwasun 58128, Korea', 'Research Institute of Medical Sciences, Chonnam National University Medical School, Gwangju 501-190, Korea', 'Department of Biochemistry, Chonnam National University Medical School, Seoyang Ro 264, Hwasun 58128, Korea', 'Research Institute of Medical Sciences, Chonnam National University Medical School, Gwangju 61469, Republic of Korea', 'Department of Biochemistry, Chonnam National University, Gwangju 501190, South Korea']"
Young Eun Lee,이영은,이영은,1.0,"['BioMedical Sciences Graduate Program (BMSGP), Chonnam National University and Chonnam National University Hwasun Hospital, Hwasun, Korea']"
Young Goun Jo,조영곤,조하영,0.6666666666666666,"['Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Chonnam National University, Gwangju 61469, Korea', 'Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Chonnam National University, Gwangju 61469, Korea']"
Young Hoe Hur,허영회,허영회,1.0,"['Department of Surgery, Chonnam National University Medical School, Gwangju, Korea']"
Young Jae Ryu,류영재,류지영,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, 322 Seoyang-ro, Hwasun-gun, Jeonnam 58128, Republic of Korea', 'Department of Surgery, Chonnam National University Medical School, 322 Seoyang-ro Hwasun-eup, Hwasun-gun, Jeonnam 58128, Korea']"
Young Jin Goo,구영진,구희진,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea']"
Young Joon Hong,홍영준,홍영준,1.0,"['Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, Korea', 'NO AFFILIATION LIST', 'Division of Cardiology, Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Regional Cardiocerebrovascular Center, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, South Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun 58128, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School']"
